Main Series, Sub Series, Segmented Mnemonic, Title, Reporting Forms, Source, MainSeriesLink, SubSeriesLink, SegmentLink
"None","None","CSA2","For Transmittal of Items Reported on the CSAT Series","FR Y-16","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","None","CSA3","For Transmittal of Items Reported on the CSAT Series","FR Y-16","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","None","CSA4","For Transmittal of Items Reported on the CSAT Series","FR Y-16","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","None","CSA5","For Transmittal of Items Reported on the CSAT Series","FR Y-16","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","None","CSA6","For Transmittal of Items Reported on the CSAT Series","FR Y-16","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","None","CST1","For Transmittal of Text Descriptions of Items Reported on the CSAT Series","FR Y-16","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","None","CST2","For Transmittal of Text Descriptions of Items Reported on the CSAT Series","FR Y-16","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","None","CST3","For Transmittal of Text Descriptions of Items Reported on the CSAT Series","FR Y-16","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","None","CST4","For Transmittal of Text Descriptions of Items Reported on the CSAT Series","FR Y-16","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","None","CST5","For Transmittal of Text Descriptions of Items Reported on the CSAT Series","FR Y-16","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","None","CST6","For Transmittal of Text Descriptions of Items Reported on the CSAT Series","FR Y-16","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","CSPT","None","Annual Company-Run Stress Test Report - Projected Values","FR Y-16","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","None","CSP1","For Transmittal of Items Reported on the CSPT Series","FR Y-16","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","None","CSP2","For Transmittal of Items Reported on the CSPT Series","FR Y-16","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","None","CSP3","For Transmittal of Items Reported on the CSPT Series","FR Y-16","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","None","CSP4","For Transmittal of Items Reported on the CSPT Series","FR Y-16","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","None","CSP5","For Transmittal of Items Reported on the CSPT Series","FR Y-16","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","None","CSP6","For Transmittal of Items Reported on the CSPT Series","FR Y-16","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","CSVI","None","Annual Company-Run Stress Test Report - Respondent Variable Input Schedule","FR Y-16","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"CUCP","None","None","Report of Condition and Income for Corporate Credit Unions - Monthly","NCUA 5310","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/CUCP.PDF","None","None"
"CUDR","None","None","Report of Savings/Deposits at Credit Unions","FR 2055","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/CUDR.PDF","None","None"
"CUDU","None","None","Credit Union Deposit Report-Universe","FR 2055","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"CUSA","None","None","Report of Condition and Income for Credit Unions","NCUA 5300/5300S","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/CUSA.PDF","None","None"
"None","CU01","None","First CUSO the credit union has a loan or investment in","NCUA 5300/5300S","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","CU02","None","Second CUSO the credit union has a loan or investment in","NCUA 5300/5300S","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","CU03","None","Third CUSO the credit union has a loan or investment in","NCUA 5300/5300S","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","CU04","None","Fourth CUSO the credit union has a loan or investment in","NCUA 5300/5300S","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","CU05","None","Fifth CUSO the credit union has a loan or investment in","NCUA 5300/5300S","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","CU06","None","Sixth CUSO the credit union has a loan or investment in","NCUA 5300/5300S","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","CU07","None","Seventh CUSO the credit union has a loan or investment in","NCUA 5300/5300S","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","CU08","None","Eighth CUSO the credit union has a loan or investment in","NCUA 5300/5300S","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","CU09","None","Nineth CUSO the credit union has a loan or investment in","NCUA 5300/5300S","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","CU10","None","Tenth CUSO the credit union has a loan or investment in","NCUA 5300/5300S","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","CU11","None","Eleventh CUSO the credit union has a loan or investment in","NCUA 5300/5300S","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","CU12","None","Twelfth CUSO the credit union has a loan or investment in","NCUA 5300/5300S","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","CU13","None","Thirteenth CUSO the credit union has a loan or investment in","NCUA 5300/5300S","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","CU14","None","Fourteenth CUSO the credit union has a loan or investment in","NCUA 5300/5300S","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","CU15","None","Fifteenth CUSO the credit union has a loan or investment in","NCUA 5300/5300S","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","CU16","None","Sixteenth CUSO the credit union has a loan or investment in","NCUA 5300/5300S","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","CU17","None","Seventeenth CUSO the credit union has a loan or investment in","NCUA 5300/5300S","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","CU18","None","Eighteenth CUSO the credit union has a loan or investment in","NCUA 5300/5300S","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","CU19","None","Nineteenth CUSO the credit union has a loan or investment in","NCUA 5300/5300S","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","CU20","None","Twentieth CUSO the credit union has a loan or investment in","NCUA 5300/5300S","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"DBIT","None","None","Survey of Debits to Demand and Savings Deposits Accounts","FR 2573","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/DBIT.PDF","None","None"
"DDOS","None","None","Report of Ownership of Demand Deposit Accounts of Individuals and Partnerships and Corporations","FR 2591","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/ddos.pdf","None","None"
"DERV","None","None","Semiannual Report of Derivatives Activity","FR 2436","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"DFCR","None","None","Domestic Finance Company Report of Consolidated Assets and Liabilities","FR 2248","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/DFCR.PDF","None","None"
"DISC","None","None","Report of Discount Window Borrowings","None","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/DISC.PDF","None","None"
"None","DSC1","None","Adjustment Credit Type Reported in DISC","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","DSC2","None","Seasonal Credit Type Reported in DISC","None","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/DISC.PDF","None"
"None","DSC3","None","Temporary Seasonal Credit Type Reported in DISC","None","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/DISC.PDF","None"
"None","DSC4","None","Term Auction Facility Credit Type Reported in DISC","None","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/DISC.PDF","None"
"None","DSC5","None","Emergency Credit Type Reported in DISC","None","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/DISC.PDF","None"
"None","DSC6","None","Century Date Change Special Liquidity Facility Credit Type Reported in DISC","None","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/DISC.PDF","None"
"None","DSC7","None","Primary Credit Type Reported in DISC","None","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/DISC.PDF","None"
"None","DSC8","None","Secondary Credit Type Reported in DISC","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","DSC9","None","Term Auction Facility Reported in DISC","None","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/DISC.PDF","None"
"EDAR","None","None","Annual Report of Total Deposits and Reservable Liabilities","FR 2910a","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/edar.pdf","None","None"
"EDDS","None","None","Report of Transaction Accounts, Other Deposits and Vault Cash","FR 2900","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/EDDS.PDF","None","None"
"None","EDDA","None","Weekly Aggregate -- Report of Transaction Accounts, Other Deposits and Vault Cash","None","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/EDDA.PDF","None"
"None","EDDM","None","Monthly Aggregate -- Report of Transaction Accounts, Other Deposits and Vault Cash","None","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/EDDM.PDF","None"
"EDQR","None","None","Quarterly Report of Selected Deposits, Vault Cash and Reservable Liabilities","FR 2910q","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/EDQR.PDF","None","None"
"ESOP","None","None","Financial Statements for Employees Stock Ownership Plan Bank Holding Companies","FR Y-9ES","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/ESOP.PDF","None","None"
"None","ESPT","None","For Transmittal of Items Reported on the ESOP Subseries","FR Y-9ES","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"FBOQ","None","None","The Capital and Asset Report for Foreign Banking Organizations","FR Y-7Q","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/FBOQ.PDF","None","None"
"None","FBOD","None","Foreign Banking Organization, US operations","FR Y-7Q","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","FBOT","None","For Transmittal of Items Reported on the FBOQ Series","FR Y-7Q","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"FCCL","None","None","Financial Company Report of Consolidated Liabilities","FR XX-1","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","FC01","None","General Text Remarks Text1","FR XX-1","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","FC02","None","General Text Remarks Text2","FR XX-1","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","FC03","None","General Text Remarks Text3","FR XX-1","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","FC04","None","General Text Remarks Text4","FR XX-1","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"FCDD","None","None","Report of Foreign (non-U.S.) Currency Deposits (Monthly Data)","FR 2915","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/FCDD.PDF","None","None"
"FCDQ","None","None","Report of Foreign (non-U.S.) Currency Deposits (Quarterly Data)","FR 2915","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/FCDQ.PDF","None","None"
"FCEX","None","None","Country Exposure Report","FFIEC 009","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/FCEX.PDF","None","None"
"FEDF","None","None","Fed Funds Report","FR 716","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/FEDF.PDF","None","None"
"FFRS","None","None","Survey of Federal Funds Sold and Securities Purchased Under Agreement to Resell","FR 3032","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/ffrs.pdf","None","None"
"FHMB","None","None","Annual Report of Merchant Banking Investments Held for an Extended Period","FR Y-12A","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/FHMB.pdf","None","None"
"None","FH10","None","For Transmittal of Items Reported on the FHMB Series","FR Y-12A","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/FHMB.pdf","None"
"None","FH11","None","For Transmittal of Items Reported on the FHMB Series","FR Y-12A","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/FHMB.pdf","None"
"None","FH12","None","For Transmittal of Items Reported on the FHMB Series","FR Y-12A","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/FHMB.pdf","None"
"None","FH13","None","For Transmittal of Items Reported on the FHMB Series","FR Y-12A","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/FHMB.pdf","None"
"None","FH14","None","For Transmittal of Items Reported on the FHMB Series","FR Y-12A","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/FHMB.pdf","None"
"None","FH15","None","For Transmittal of Items Reported on the FHMB Series","FR Y-12A","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/FHMB.pdf","None"
"None","FHM1","None","For Transmittal of Items Reported on the FHMB Series","FR Y-12A","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/FHMB.PDF","None"
"None","FHM2","None","For Transmittal of Items Reported on the FHMB Series","FR Y-12A","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/FHMB.PDF","None"
"None","FHM3","None","For Transmittal of Items Reported on the FHMB Series","FR Y-12A","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/FHMB.PDF","None"
"None","FHM4","None","For Transmittal of Items Reported on the FHMB Series","FR Y-12A","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/FHMB.PDF","None"
"None","FHM5","None","For Transmittal of Items Reported on the FHMB Series","FR Y-12A","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/FHMB.PDF","None"
"None","FHM6","None","For Transmittal of Items Reported on the FHMB Series","FR Y-12A","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/FHMB.PDF","None"
"None","FHM7","None","For Transmittal of Items Reported on the FHMB Series","FR Y-12A","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/FHMB.PDF","None"
"None","FHM8","None","For Transmittal of Items Reported on the FHMB Series","FR Y-12A","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/FHMB.PDF","None"
"None","FHM9","None","For Transmittal of Items Reported on the FHMB Series","FR Y-12A","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/FHMB.pdf","None"
"FNBK","None","None","Financial Statements of U.S. Nonbank Subsidiaries Held by Foreign Banking Organizations; FR Y-7N and Abbreviated Financial Statements of U.S. Nonbank Subsidiaries Held by Nonbank Subsidiaries Held by Foreign Banking Organizations; (Prior to December 31, 2002, title was Nonbank Financial Information Summary); FR Y-7","FR Y-7","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/FNBK.PDF","None","None"
"None","FNBT","None","For Transmittal of Items Reported on the FNBK Subseries","FR Y-7N/FR Y-7NS","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"FORB","None","None","Foreign Branch Report of Condition and 
Abbreviated Foreign Branch Report of Condition","FFIEC 030","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/FORB.PDF","None","None"
"FRBS","None","None","Condition Statement of Federal Reserve Banks","FR 34","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/FRBS.PDF","None","None"
"GOLD","None","None","Goldwire:  Interdistrict Settlement Account","None","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/GOLD.PDF","None","None"
"IBF3","None","None","Supplement to the Cumulative Report of International Banking Facility Assets and Liabilities Shifted from the U.S. Offices of the Establishing Entity","FR 2076s","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/IBF3.PDF","None","None"
"IBFS","None","None","Cumulative Report of International Banking Facility Assets and Liabilities Shifted from the U.S. Offices of the Establishing Entity","FR 2076","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/IBFS.PDF","None","None"
"IBFW","None","None","Monthly Report of International Banking Facility Accounts","FR 2072","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/ibfw.pdf","None","None"
"IRA1","None","None","Survey of Outstanding Amounts of IRA & Keogh Accounts","FR 1129","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/ira1.pdf","None","None"
"IRA2","None","None","Survey of Outstanding Amounts of IRA & Keogh Accounts","FR 1129","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/IRA2.PDF","None","None"
"IRAS","None","None","Monthly Survey on IRA/Keogh Plan Accounts","FR 2970","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/IRAS.pdf","None","None"
"ISUD","None","None","Financial Statements for a Bank Holding Company Subsidiary Engaged in Ineligible Securities Underwriting and Dealing","FR Y-20","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/isud.pdf","None","None"
"KWHN","None","None","Monthly Survey of Industrial Electricity Use Using NAIC Values","FR 2009a/b/c","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/KWHR.PDF","None","None"
"KWHR","None","None","Monthly Survey of Industrial Electricity Use","FR 2009a/b/c","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/KWHR.PDF","None","None"
"LIRS","None","None","Quarterly Report of Interest Rates on Selected Direct Consumer Installment Loans","FR 2835","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/LIRS.PDF","None","None"
"None","LITX","None","For Transmittal of Items Reported on the LIRS Series","None","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/LIRS.PDF","None"
"LMMX","None","None","Complex Institution Liquidity Monitoring Report","FR 2052a","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/LMMX.pdf","None","None"
"None","LMNX","None","Complex Institution Liquidity Monitoring Report, Contingency Pricing:","FR 2052a","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/LMMX.PDF","None"
"LNCS","None","None","Monthly Survey of Loan Commitments","FR 18a","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/lncs.pdf","None","None"
"MBAS","None","None","Annual Survey of Eligible Bankers Acceptances","FR 2006","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/MBAS.PDF","None","None"
"MCPO","None","None","Monthly Report of Commercial Paper Outstanding Placed By Brokers & Dealers","FR 2957a/b","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/mcpo.pdf","None","None"
"MFBR","None","None","Monthly Report on Foreign Branch Assets & Liabilities","FR 2502","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/MFBR.PDF","None","None"
"MKSD","None","None","Daily Advance Report of Deposits (large banks)","FR 2000","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/MKSD.PDF","None","None"
"MKSM","None","None","Markstat M","None","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/MKSM.PDF","None","None"
"MMLB","None","None","Member Managed Liabilities - Base","FR 2412d","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/MMLB.pdf","None","None"
"MMLW","None","None","Member Managed Liabilities - Weekly","FR 2412c","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/MMLW.pdf","None","None"
"MMRF","None","None","Money Market Mutual Funds Reports Files","FR 2051a","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","MMRM","None","Monthly Report of Assets of Money Market Mutual Funds","FR 2051b","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/MMRM.PDF","None"
"None","MMRW","None","Money Market Mutual Funds Reports File - Weekly","FR 2051a","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/MMRW.PDF","None"
"MMTD","None","None","Monthly Report of Six-month Money Market Time Deposits","FR 2042","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/MMTD.PDF","None","None"
"MRRR","None","None","Market Risk Regulatory Report for Institutions Subject to the Market Risk Capital Rule","FFIEC 102","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"MSBD","None","None","Weekly Report of Deposits At Mutual Savings Banks","FR 2411","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/MSBD.PDF","None","None"
"MSNA","None","None","Monthly Survey of Number of Accounts in, and Source of Funds for, 'Super NOW' Accounts","FR 2071d","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/MSNA.PDF","None","None"
"MSSA","None","None","Monthly Survey of Number Accounts in, and Sources of Funds for, Money Market Deposit Accounts","FR 2071c","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/MSSA.PDF","None","None"
"MTBL","None","None","Monthly Supplement to Terms of Bank Lending to Business","FR 2028c","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/mtbl.pdf","None","None"
"NMCU","None","None","Nonmember Report of Deposits and Vault Cash - Quarterly Universe","FR 2412","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/NMCU.PDF","None","None"
"NMWS","None","None","Nonmember Report of Deposits and Vault Cash - Weekly Sample","FR 2412","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/NMWS.PDF","None","None"
"NOW1","None","None","Monthly Report of Negotiable Orders of Withdrawals (NOW) Accounts","FR 2015","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/now1.pdf","None","None"
"QDSS","None","None","Micro Archival File for the QEDS","FR 2900s","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/QEDS.PDF","None","None"
"QEDS","None","None","Quarterly Report of Transaction Accounts, Other Deposits & Vault Cash","FR 2900","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/QEDS.PDF","None","None"
"QFBR","None","None","Quarterly Report on Foreign Branch Assets and Liabilities","FR 2502s","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/qfbr.pdf","None","None"
"QFBS","None","None","Quarterly Report Of Assets & Liabilities Of Large Foreign Offices Of U.S. Banks","FR 2502q","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/QFBS.PDF","None","None"
"QFCS","None","None","Quinquennial Finance Company Survey","FR 3033p","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/QFCS.PDF","None","None"
"None","QF01","None","Additional Text Remarks","FR 3033s","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","QF02","None","Additional Text Remarks","FR 3033s","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","QF03","None","Additional Text Remarks","FR 3033s","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","QF04","None","Additional Text Remarks","FR 3033s","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","QF05","None","Additional Text Remarks","FR 3033s","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","QF06","None","Additional Text Remarks","FR 3033s","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","QF07","None","Additional Text Remarks","FR 3033s","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","QF08","None","Additional Text Remarks","FR 3033s","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","QF09","None","Additional Text Remarks","FR 3033s","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","QF10","None","Additional Text Remarks","FR 3033s","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","QF11","None","Additional Text Remarks","FR 3033s","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","QF12","None","Additional Text Remarks","FR 3033s","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","QF13","None","Additional Text Remarks","FR 3033s","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","QF14","None","Additional Text Remarks","FR 3033s","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"QIRS","None","None","Quarterly Interest Rate Survey","FR 467","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/qirs.pdf","None","None"
"QMDS","None","None","Between January and March micro data for QEDS historical data","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"QRCC","None","None","Quarterly Report on Credit Card Plans","FR 2835a","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/qrcc.pdf","None","None"
"QRDS","None","None","Quarterly Respondents to the Report of Transaction Accounts, Other Deposits and Vault Cash","FR 2900","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/QRDS.PDF","None","None"
"QRPS","None","None","Annual and Quarterly Reports of Repurchase Agreements (RPs) on U.S. Government and Federal Agency Securities with Specified Holders","FR 2090a","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/QRPS.PDF","None","None"
"QSSA","None","None","Quarterly Survey of Selected Transaction Accounts","FR 2071a","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/QSSA.PDF","None","None"
"QTBL","None","None","Quarterly Terms of Bank Lending to Business (STBL)","FR 2028a/s","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/QTBL.PDF","None","None"
"QTFL","None","None","Quarterly Terms of Bank Lending to Farmers (STFL)","FR 2028b/s","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/QTFL.PDF","None","None"
